Id,label
1299,NO
1300,NO
1301,NO
1302,NO
1303,NO
1304,NO
1305,NO
1306,NO
1307,NO
1308,NO
1309,NO
1310,NO
1311,NO
1312,NO
1313,NO
1314,NO
1315,NO
1316,NO
1317,NO
1318,NO
1319,NO
1320,NO
1321,NO
1322,NO
1323,NO
1324,NO
1325,NO
1326,NO
1327,NO
1328,NO
1329,NO
1330,NO
1331,NO
1332,NO
1333,NO
1334,NO
1335,NO
1336,NO
1337,NO
1338,NO
1339,NO
1340,NO
1341,NO
1342,NO
1343,NO
1344,NO
1345,NO
1346,NO
1347,NO
1348,NO
1349,NO
1350,NO
1351,NO
1352,NO
1353,NO
1354,NO
1355,NO
1356,NO
1357,NO
1358,NO
1359,NO
1360,NO
1361,NO
1362,NO
1363,NO
1364,NO
1365,NO
1366,NO
1367,NO
1368,NO
1369,NO
1370,NO
1371,NO
1372,NO
1373,NO
1374,NO
1375,NO
1376,NO
1377,NO
1378,NO
1379,NO
1380,NO
1381,NO
1382,NO
1383,NO
1384,NO
1385,NO
1386,NO
1387,NO
1388,NO
1389,NO
1390,NO
1391,NO
1392,NO
1393,NO
1394,NO
1395,NO
1396,NO
1397,NO
1398,NO
1399,NO
1400,NO
1401,NO
1402,NO
1403,NO
1404,NO
1405,NO
1406,NO
1407,NO
1408,NO
1409,NO
1410,NO
1411,NO
1412,NO
1413,NO
1414,NO
1415,NO
1416,NO
1417,NO
1418,NO
1419,NO
1420,NO
1421,NO
1422,NO
1423,NO
1424,NO
1425,NO
1426,NO
1427,NO
1428,NO
1429,NO
1430,NO
1431,NO
1432,NO
1433,NO
1434,NO
1435,NO
1436,NO
1437,NO
1438,NO
1439,NO
1440,NO
1441,NO
1442,NO
1443,NO
1444,NO
1445,NO
1446,NO
1447,NO
1448,NO
1449,NO
1450,NO
1451,NO
1452,NO
1453,NO
1454,NO
1455,NO
1456,NO
1457,NO
1458,NO
1459,NO
1460,NO
1461,NO
1462,NO
1463,NO
1464,NO
1465,NO
1466,NO
1467,NO
1468,NO
1469,NO
1470,NO
1471,NO
1472,NO
1473,NO
1474,NO
1475,NO
1476,NO
1477,NO
1478,NO
1479,NO
1480,NO
1481,NO
1482,NO
1483,NO
1484,NO
1485,NO
1486,NO
1487,NO
1488,NO
1489,NO
1490,NO
1491,NO
1492,NO
1493,NO
1494,NO
1495,NO
1496,NO
1497,NO
1498,NO
1499,NO
1500,NO
1501,NO
1502,NO
1503,NO
1504,NO
1505,NO
1506,NO
1507,NO
1508,NO
1509,NO
1510,NO
1511,NO
1512,NO
1513,NO
1514,NO
1515,NO
1516,NO
1517,NO
1518,NO
1519,NO
1520,NO
1521,NO
1522,NO
1523,NO
1524,NO
1525,NO
1526,NO
1527,NO
1528,NO
1529,NO
1530,NO
1531,NO
1532,NO
1533,NO
1534,NO
1535,NO
1536,NO
1537,NO
1538,NO
1539,NO
1540,NO
1541,NO
1542,NO
1543,NO
1544,NO
1545,NO
1546,NO
1547,NO
1548,NO
1549,NO
1550,NO
1551,NO
1552,NO
1553,NO
1554,NO
1555,NO
1556,NO
1557,NO
1558,NO
1559,NO
1560,NO
1561,NO
1562,NO
1563,NO
1564,NO
1565,NO
1566,NO
1567,NO
1568,NO
1569,NO
1570,NO
1571,NO
1572,NO
1573,NO
1574,NO
1575,NO
1576,NO
1577,NO
1578,NO
1579,NO
1580,NO
1581,NO
1582,NO
1583,NO
1584,NO
1585,NO
1586,NO
1587,NO
1588,NO
1589,NO
1590,NO
1591,NO
1592,NO
1593,NO
1594,NO
1595,NO
1596,NO
1597,NO
1598,NO
1599,NO
1600,NO
1601,NO
1602,NO
1603,NO
1604,NO
1605,NO
1606,NO
1607,NO
1608,NO
1609,NO
1610,NO
1611,NO
1612,NO
1613,NO
1614,NO
1615,NO
1616,NO
1617,NO
1618,NO
1619,NO
1620,NO
1621,NO
1622,NO
1623,NO
1624,NO
1625,NO
1626,NO
1627,NO
1628,NO
1629,NO
1630,NO
1631,NO
1632,NO
1633,NO
1634,NO
1635,NO
1636,NO
1637,NO
1638,NO
1639,NO
1640,NO
1641,NO
1642,NO
1643,NO
1644,NO
1645,NO
1646,NO
1647,NO
1648,NO
1649,NO
1650,NO
1651,NO
1652,NO
1653,NO
1654,NO
1655,NO
1656,NO
1657,NO
1658,NO
1659,NO
1660,NO
1661,NO
1662,NO
1663,NO
1664,NO
1665,NO
1666,NO
1667,NO
1668,NO
1669,NO
1670,NO
1671,NO
1672,NO
1673,NO
1674,NO
1675,NO
1676,NO
1677,NO
1678,NO
1679,NO
1680,NO
1681,NO
1682,NO
1683,NO
1684,NO
1685,NO
1686,NO
1687,NO
1688,NO
1689,NO
1690,NO
1691,NO
1692,NO
1693,NO
1694,NO
1695,NO
1696,NO
1697,NO
1698,NO
1699,NO
1700,NO
1701,NO
1702,NO
1703,NO
1704,NO
1705,NO
1706,NO
1707,NO
1708,NO
1709,NO
1710,NO
1711,NO
1712,NO
1713,NO
1714,NO
1715,NO
1716,NO
1717,NO
1718,NO
1719,NO
1720,NO
1721,NO
1722,NO
1723,NO
1724,NO
1725,NO
1726,NO
1727,NO
1728,NO
1729,NO
1730,NO
1731,NO
1732,NO
1733,NO
1734,NO
1735,NO
1736,NO
1737,NO
1738,NO
1739,NO
1740,NO
1741,NO
1742,NO
1743,NO
1744,NO
1745,NO
1746,NO
1747,NO
1748,NO
1749,NO
1750,NO
1751,NO
1752,NO
1753,NO
1754,NO
1755,NO
1756,NO
1757,NO
1758,NO
1759,NO
1760,NO
1761,NO
1762,NO
1763,NO
1764,NO
1765,NO
1766,NO
1767,NO
1768,NO
1769,NO
1770,NO
1771,NO
1772,NO
1773,NO
1774,NO
1775,NO
1776,NO
1777,NO
1778,NO
1779,NO
1780,NO
1781,NO
1782,NO
1783,NO
1784,NO
1785,NO
1786,NO
1787,NO
1788,NO
1789,NO
1790,NO
1791,NO
1792,NO
1793,NO
1794,NO
1795,NO
1796,NO
1797,NO
1798,NO
1799,NO
1800,NO
1801,NO
1802,NO
1803,NO
1804,NO
1805,NO
1806,NO
1807,NO
1808,NO
1809,NO
1810,NO
1811,NO
1812,NO
1813,NO
1814,NO
1815,NO
1816,NO
1817,NO
1818,NO
1819,NO
1820,NO
1821,NO
1822,NO
1823,NO
1824,NO
1825,NO
1826,NO
1827,NO
1828,NO
1829,NO
1830,NO
1831,NO
1832,NO
1833,NO
1834,NO
1835,NO
1836,NO
1837,NO
1838,NO
1839,NO
1840,NO
1841,NO
1842,NO
1843,NO
1844,NO
1845,NO
1846,NO
1847,NO
1848,NO
1849,NO
1850,NO
1851,NO
1852,NO
1853,NO
1854,NO
1855,NO
1856,NO
1857,NO
1858,NO
1859,NO
1860,NO
1861,NO
1862,NO
1863,NO
1864,NO
1865,NO
1866,NO
1867,NO
1868,NO
1869,NO
1870,NO
1871,NO
1872,NO
1873,NO
1874,NO
1875,NO
1876,NO
1877,NO
1878,NO
1879,NO
1880,NO
1881,NO
1882,NO
1883,NO
1884,NO
1885,NO
1886,NO
1887,NO
1888,NO
1889,NO
1890,NO
1891,NO
1892,NO
1893,NO
1894,NO
1895,NO
1896,NO
1897,NO
1898,NO
1899,NO
1900,NO
1901,NO
1902,NO
1903,NO
1904,NO
1905,NO
1906,NO
1907,NO
1908,NO
1909,NO
1910,NO
1911,NO
1912,NO
1913,NO
1914,NO
1915,NO
1916,NO
1917,NO
1918,NO
1919,NO
1920,NO
1921,NO
1922,NO
1923,NO
1924,NO
1925,NO
1926,NO
1927,NO
1928,NO
1929,NO
1930,NO
1931,NO
1932,NO
1933,NO
1934,NO
1935,NO
1936,NO
1937,NO
1938,NO
1939,NO
1940,NO
1941,NO
1942,NO
1943,NO
1944,NO
1945,NO
1946,NO
1947,NO
1948,NO
1949,NO
1950,NO
1951,NO
1952,NO
1953,NO
1954,NO
1955,NO
1956,NO
1957,NO
1958,NO
1959,NO
1960,NO
1961,NO
1962,NO
1963,NO
1964,NO
1965,NO
1966,NO
1967,NO
1968,NO
1969,NO
1970,NO
1971,NO
1972,NO
1973,NO
1974,NO
1975,NO
1976,NO
1977,NO
1978,NO
1979,NO
1980,NO
1981,NO
1982,NO
1983,NO
1984,NO
1985,NO
1986,NO
1987,NO
1988,NO
1989,NO
1990,NO
1991,NO
1992,NO
1993,NO
1994,NO
1995,NO
1996,NO
1997,NO
1998,NO
1999,NO
2000,NO
2001,NO
2002,NO
2003,NO
2004,NO
2005,NO
2006,NO
2007,NO
2008,NO
2009,NO
2010,NO
2011,NO
2012,NO
2013,NO
2014,NO
2015,NO
2016,NO
2017,NO
2018,NO
2019,NO
2020,NO
2021,NO
2022,NO
2023,NO
2024,NO
2025,NO
2026,NO
2027,NO
2028,NO
2029,NO
2030,NO
2031,NO
2032,NO
2033,NO
2034,NO
2035,NO
2036,NO
2037,NO
2038,NO
2039,NO
2040,NO
2041,NO
2042,NO
2043,NO
2044,NO
2045,NO
2046,NO
2047,NO
2048,NO
2049,NO
2050,NO
2051,NO
2052,NO
2053,NO
2054,NO
2055,NO
2056,NO
2057,NO
2058,NO
2059,NO
2060,NO
2061,NO
2062,NO
2063,NO
2064,NO
2065,NO
2066,NO
2067,NO
2068,NO
2069,NO
2070,NO
2071,NO
2072,NO
2073,NO
2074,NO
2075,NO
2076,NO
2077,NO
2078,NO
2079,NO
2080,NO
2081,NO
2082,NO
2083,NO
2084,NO
2085,NO
2086,NO
2087,NO
2088,NO
2089,NO
2090,NO
2091,NO
2092,NO
2093,NO
2094,NO
2095,NO
2096,NO
2097,NO
2098,NO
2099,NO
2100,NO
2101,NO
2102,NO
2103,NO
2104,NO
2105,NO
2106,NO
2107,NO
2108,NO
2109,NO
2110,NO
2111,NO
2112,NO
2113,NO
2114,NO
2115,NO
2116,NO
2117,NO
2118,NO
2119,NO
2120,NO
2121,NO
2122,NO
2123,NO
2124,NO
2125,NO
2126,NO
2127,NO
2128,NO
2129,NO
2130,NO
2131,NO
2132,NO
2133,NO
2134,NO
2135,NO
2136,NO
2137,NO
2138,NO
2139,NO
2140,NO
2141,NO
2142,NO
2143,NO
2144,NO
2145,NO
2146,NO
2147,NO
2148,NO
2149,NO
2150,NO
2151,NO
2152,NO
2153,NO
2154,NO
2155,NO
2156,NO
2157,NO
2158,NO
2159,NO
2160,NO
2161,NO
2162,NO
2163,NO
2164,NO
2165,NO
2166,NO
2167,NO
2168,NO
2169,NO
2170,NO
2171,NO
2172,NO
2173,NO
2174,NO
2175,NO
2176,NO
2177,NO
2178,NO
2179,NO
2180,NO
2181,NO
2182,NO
2183,NO
2184,NO
2185,NO
2186,NO
2187,NO
2188,NO
2189,NO
2190,NO
2191,NO
2192,NO
2193,NO
2194,NO
2195,NO
2196,NO
2197,NO
2198,NO
2199,NO
2200,NO
2201,NO
2202,NO
2203,NO
2204,NO
2205,NO
2206,NO
2207,NO
2208,NO
2209,NO
2210,NO
2211,NO
2212,NO
2213,NO
2214,NO
2215,NO
2216,NO
2217,NO
2218,NO
2219,NO
2220,NO
2221,NO
2222,NO
2223,NO
2224,NO
2225,NO
2226,NO
2227,NO
2228,NO
2229,NO
2230,NO
2231,NO
2232,NO
2233,NO
2234,NO
2235,NO
2236,NO
2237,NO
2238,NO
2239,NO
2240,NO
2241,NO
2242,NO
2243,NO
2244,NO
2245,NO
2246,NO
2247,NO
2248,NO
2249,NO
2250,NO
2251,NO
2252,NO
2253,NO
2254,NO
2255,NO
2256,NO
2257,NO
2258,NO
2259,NO
2260,NO
2261,NO
2262,NO
2263,NO
2264,NO
2265,NO
2266,NO
2267,NO
2268,NO
2269,NO
2270,NO
2271,NO
2272,NO
2273,NO
2274,NO
2275,NO
2276,NO
2277,NO
2278,NO
2279,NO
2280,NO
2281,NO
2282,NO
2283,NO
2284,NO
2285,NO
2286,NO
2287,NO
2288,NO
2289,NO
2290,NO
2291,NO
2292,NO
2293,NO
2294,NO
2295,NO
2296,NO
2297,NO
2298,NO
2299,NO
2300,NO
2301,NO
2302,NO
2303,NO
2304,NO
2305,NO
2306,NO
2307,NO
2308,NO
2309,NO
2310,NO
2311,NO
2312,NO
2313,NO
2314,NO
2315,NO
2316,NO
2317,NO
2318,NO
2319,NO
2320,NO
2321,NO
2322,NO
2323,NO
2324,NO
2325,NO
2326,NO
2327,NO
2328,NO
2329,NO
2330,NO
2331,NO
2332,NO
2333,NO
2334,NO
2335,NO
2336,NO
2337,NO
2338,NO
2339,NO
2340,NO
2341,NO
2342,NO
2343,NO
2344,NO
2345,NO
2346,NO
2347,NO
2348,NO
2349,NO
2350,NO
2351,NO
2352,NO
2353,NO
2354,NO
2355,NO
2356,NO
2357,NO
2358,NO
2359,NO
2360,NO
2361,NO
2362,NO
2363,NO
2364,NO
2365,NO
2366,NO
2367,NO
2368,NO
2369,NO
2370,NO
2371,NO
2372,NO
2373,NO
2374,NO
2375,NO
2376,NO
2377,NO
2378,NO
2379,NO
2380,NO
2381,NO
2382,NO
2383,NO
2384,NO
2385,NO
2386,NO
2387,NO
2388,NO
2389,NO
2390,NO
2391,NO
2392,NO
2393,NO
2394,NO
2395,NO
2396,NO
2397,NO
2398,NO
2399,NO
2400,NO
2401,NO
2402,NO
2403,NO
2404,NO
2405,NO
2406,NO
2407,NO
2408,NO
2409,NO
2410,NO
2411,NO
2412,NO
2413,NO
2414,NO
2415,NO
2416,NO
2417,NO
2418,NO
2419,NO
2420,NO
2421,NO
2422,NO
2423,NO
2424,NO
2425,NO
2426,NO
2427,NO
2428,NO
2429,NO
2430,NO
2431,NO
2432,NO
2433,NO
2434,NO
2435,NO
2436,NO
2437,NO
2438,NO
2439,NO
2440,NO
2441,NO
2442,NO
2443,NO
2444,NO
2445,NO
2446,NO
2447,NO
2448,NO
2449,NO
2450,NO
2451,NO
2452,NO
2453,NO
2454,NO
2455,NO
2456,NO
2457,NO
2458,NO
2459,NO
2460,NO
2461,NO
2462,NO
2463,NO
2464,NO
2465,NO
2466,NO
2467,NO
2468,NO
2469,NO
2470,NO
2471,NO
2472,NO
2473,NO
2474,NO
2475,NO
2476,NO
2477,NO
2478,NO
2479,NO
2480,NO
2481,NO
2482,NO
2483,NO
2484,NO
2485,NO
2486,NO
2487,NO
2488,NO
2489,NO
2490,NO
2491,NO
2492,NO
2493,NO
2494,NO
2495,NO
2496,NO
2497,NO
2498,NO
